url,fd_level,n_words,n_users,vocab_entropy,modal_share,mean_pair_sim,top_word,top_word_n
images/FD14/FD_14_73.png,FD14,57,28,5.595876417597602,0.05263157894736842,0.2820853787846863,skull,3
images/FD14/FD_14_74.png,FD14,53,24,5.652448756449991,0.03773584905660377,0.2726969838514924,person,2
images/FD14/FD_14_75.png,FD14,58,34,5.6725519002626825,0.05172413793103448,0.2692211904376745,heart,3
images/FD14/FD_14_76.png,FD14,44,23,5.215002357224488,0.06818181818181818,0.2959897845983505,monster,3
images/FD14/FD_14_77.png,FD14,67,34,5.7563147501269745,0.04477611940298507,0.2750921610184014,dog,3
images/FD14/FD_14_78.png,FD14,60,32,5.32323142879762,0.1,0.2931727188266814,woman,6
images/FD14/FD_14_79.png,FD14,39,21,4.958353821370878,0.07692307692307693,0.3090457858890295,dog,3
images/FD14/FD_14_8.png,FD14,69,33,5.657518435346811,0.07246376811594203,0.2830558354780078,man,5
images/FD14/FD_14_80.png,FD14,85,42,6.053336083120166,0.07058823529411765,0.2698895283252932,pig,6
images/FD14/FD_14_81.png,FD14,72,33,5.711320140211009,0.041666666666666664,0.2923903366737068,man,3
images/FD14/FD_14_82.png,FD14,56,33,5.458966082694625,0.05357142857142857,0.2876063637807965,woman,3
images/FD14/FD_14_83.png,FD14,72,34,5.916249133296612,0.041666666666666664,0.27439826488494873,man,3
images/FD14/FD_14_84.png,FD14,99,42,6.254413029385026,0.050505050505050504,0.27939706804230807,face,5
images/FD14/FD_14_85.png,FD14,86,36,6.051094260440582,0.06976744186046512,0.2761173155717552,face,6
images/FD14/FD_14_86.png,FD14,82,44,5.9384723951473495,0.06097560975609756,0.305669055506587,face,5
images/FD14/FD_14_87.png,FD14,71,34,5.475461162026833,0.08450704225352113,0.2920636092685163,man,6
images/FD14/FD_14_88.png,FD14,56,27,5.4010176452332574,0.07142857142857142,0.29496530812233684,woman,4
images/FD14/FD_14_89.png,FD14,70,38,5.713291367248342,0.07142857142857142,0.31215103149414064,face,5
images/FD14/FD_14_9.png,FD14,48,33,5.261842188131011,0.0625,0.29161749088205396,cow,3
images/FD14/FD_14_90.png,FD14,43,24,5.379753126795121,0.046511627906976744,0.2609542361274362,woman,2
images/FD14/FD_14_91.png,FD14,87,46,5.876458294525229,0.10344827586206896,0.3015262867696583,face,9
images/FD14/FD_14_92.png,FD14,74,29,5.94580775746237,0.04054054054054054,0.280546963699162,ocean,3
images/FD14/FD_14_93.png,FD14,84,42,4.921463851425925,0.27380952380952384,0.3203532485850155,boot,23
images/FD14/FD_14_94.png,FD14,76,27,5.884642770358891,0.06578947368421052,0.30007301161065697,ghost,5
images/FD14/FD_14_95.png,FD14,64,29,5.800704882778696,0.046875,0.27924662310630083,monster,3
images/FD14/FD_14_96.png,FD14,83,43,5.9563058469835095,0.04819277108433735,0.2942725379765034,dog,4
images/FD14/FD_14_97.png,FD14,57,31,5.433681461495208,0.07017543859649122,0.3083577832952142,woman,4
images/FD14/FD_14_98.png,FD14,72,36,5.822431251322121,0.041666666666666664,0.27495984494686126,dragon,3
images/FD14/FD_14_99.png,FD14,71,39,5.609401655045524,0.07042253521126761,0.28486627792939545,man,5
images/FD16/FD_16_0.png,FD16,82,41,5.866519535026737,0.07317073170731707,0.28728617606684564,dog,6
images/FD16/FD_16_1.png,FD16,62,32,5.561220052699771,0.08064516129032258,0.28664240434765814,face,5
images/FD16/FD_16_10.png,FD16,69,32,5.8367144929786985,0.043478260869565216,0.28068523429334163,island,3
images/FD16/FD_16_11.png,FD16,66,32,5.892878967843303,0.030303030303030304,0.2754611226916313,airplane,2
images/FD16/FD_16_12.png,FD16,93,47,6.143944966998747,0.08602150537634409,0.2908532372303307,face,8
images/FD16/FD_16_13.png,FD16,61,29,5.799589796579279,0.03278688524590164,0.27895406011492013,mother,2
images/FD16/FD_16_14.png,FD16,60,27,5.660975803905794,0.05,0.26313020426779987,cat,3
images/FD16/FD_16_15.png,FD16,65,28,5.369962090619736,0.1076923076923077,0.2974580936320126,dog,7
